,pond,start_date,date_time,Productivity (Soluble Protein),id,pHam,pHpm,height,mat_density,wateradded,nutrientsadded,pHadjusted,innoculation,harvested,comments,biomassAMsieve1,biomassAMsieve2,biomassAMsieve3,biomassPMsieve1,biomassPMsieve2,biomassPMsieve3,dryweight,WMPerm2,DMPerm2,WMPerPond,DMPerPond,Sieve1,Sieve2,Sieve3,cal_sieve1,cal_sieve2,cal_sieve3,EC,watertemp,DO,surfacearea,SAcorrection,effectiveSA,dailydiff,netremoval,total
209,250LB,2021-01-05 00:00:00,2021-02-04,0.6616575365982055,2216,5.7,5.7,15.0,2435.3,,,,,,,,,,,,,5.26,1392.8,73.3,348203.0,18315.0,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
210,250LB,2021-01-06 00:00:00,2021-02-05,0.6623763404016494,2217,5.4,5.2,14.0,,,,,,,3 seive MD: 1012.5,42.4,37.1,36.8,,,,5.26,,,,,1260.0,996.9,1028.1,22.2,21.2,20.3,,,,250.0,,250.0,,,
211,250LB,2021-01-07 00:00:00,2021-02-05,0.7095478451373661,2217,5.4,5.2,14.0,,,,,,,3 seive MD: 1012.5,42.4,37.1,36.8,,,,5.26,,,,,1260.0,996.9,1028.1,22.2,21.2,20.3,,,,250.0,,250.0,,,
212,250LB,2021-01-08 00:00:00,2021-02-05,0.633172948526655,2217,5.4,5.2,14.0,,,,,,,3 seive MD: 1012.5,42.4,37.1,36.8,,,,5.26,,,,,1260.0,996.9,1028.1,22.2,21.2,20.3,,,,250.0,,250.0,,,
213,250LB,2021-01-11 00:00:00,2021-02-08,0.619030868718624,2772,6.0,6.1,13.5,,,,,,,,,,,,,,5.26,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
214,250LB,2021-01-11 00:00:00,2021-02-09,0.7275734598245293,2773,5.9,5.8,13.0,,,,,,100000.0,,,,,,,,5.26,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
215,250LB,2021-01-11 00:00:00,2021-02-10,0.6095409577941894,2797,6.1,6.2,14.0,2137.6,,,,,,,,,,,,,5.13,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
216,250LB,2021-01-12 00:00:00,2021-02-11,0.607783996547699,2822,6.1,6.3,13.5,,,,,,,,,,,,,,5.13,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
217,250LB,2021-01-13 00:00:00,2021-02-12,0.6078852564353944,2823,6.2,6.3,14.0,,,,,,,,,,,,,,5.13,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
218,250LB,2021-01-14 00:00:00,2021-02-12,0.6317269104747115,2823,6.2,6.3,14.0,,,,,,,,,,,,,,5.13,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
219,250LB,2021-01-15 00:00:00,2021-02-12,0.6549822445821762,2823,6.2,6.3,14.0,,,,,,,,,,,,,,5.13,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
220,250LB,2021-01-18 00:00:00,2021-02-15,0.6654064479058129,2872,6.5,6.5,13.5,,,,,,,,,,,,,,5.13,,,,,,,,22.2,21.2,20.3,8.4,20.0,8.12,250.0,,250.0,,,
221,250LB,2021-01-18 00:00:00,2021-02-16,0.6418873210499204,2873,6.2,6.1,13.5,,,,,,,,,,,,,,5.13,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
222,250LB,2021-01-18 00:00:00,2021-02-17,0.7164283509063722,2874,5.2,4.7,13.5,2445.3,Yes,,,,,,,,,,,,5.13,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
223,250LB,2021-01-19 00:00:00,2021-02-18,0.7058587055168153,2875,6.2,6.2,15.8,,,,,,,,,,,,,,4.82,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
224,250LB,2021-01-20 00:00:00,2021-02-19,0.7033235032796861,2916,5.8,5.4,15.5,,,,,,,,,,,,,,4.82,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
225,250LB,2021-01-21 00:00:00,2021-02-19,0.7176476183874855,2916,5.8,5.4,15.5,,,,,,,,,,,,,,4.82,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
226,250LB,2021-01-22 00:00:00,2021-02-19,0.7428247119784357,2916,5.8,5.4,15.5,,,,,,,,,,,,,,4.82,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
227,250LB,2021-01-25 00:00:00,2021-02-22,0.7268302070781162,2941,4.9,5.0,15.3,,,,,,,150g NaHCO3 AM,,,,,,,4.82,,,,,,,,22.2,21.2,20.3,1.5,25.0,6.75,250.0,,250.0,,,
228,250LB,2021-01-25 00:00:00,2021-02-23,0.6996652265699979,2942,4.9,4.9,15.3,,,,,,,150g NaHCO3 AM 150g NaHCO3 PM,,,,,,,4.82,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
229,250LB,2021-01-25 00:00:00,2021-02-24,0.6751167335071564,2975,4.7,4.9,15.0,,,,,,,250g NaHCO3 AM 150g NaHCO3 PM,,,,,,,4.93,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
230,250LB,2021-01-26 00:00:00,2021-02-25,0.9016929673404693,2976,5.0,4.9,15.0,,,,,,186000.0,150g NaHCO3 AM,,,,,,,4.93,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
231,250LB,2021-01-27 00:00:00,2021-02-26,0.8991665375061035,3017,4.6,5.2,14.8,,,,,,,300g NaHCO3 AM,,,,,,,4.93,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
232,250LC,2020-12-01 00:00:00,2020-12-30,-0.04389658985137938,2240,4.4,5.4,15.0,665.3,No,No,Yes,0.0,0.0,400g NaHCO3 AM,34.8,31.4,31.4,,,,5.2,,,,,783.1,641.3,689.4,22.2,21.2,20.3,,,,250.0,,250.0,,,
233,250LC,2020-12-02 00:00:00,2020-12-30,-0.053137693969181665,2240,4.4,5.4,15.0,665.3,No,No,Yes,0.0,0.0,400g NaHCO3 AM,34.8,31.4,31.4,,,,5.2,,,,,783.1,641.3,689.4,22.2,21.2,20.3,,,,250.0,,250.0,,,
234,250LC,2020-12-03 00:00:00,2020-12-30,-0.026557327308654774,2240,4.4,5.4,15.0,665.3,No,No,Yes,0.0,0.0,400g NaHCO3 AM,34.8,31.4,31.4,,,,5.2,,,,,783.1,641.3,689.4,22.2,21.2,20.3,,,,250.0,,250.0,,,
235,250LC,2020-12-04 00:00:00,2020-12-30,0.020783521915582522,2240,4.4,5.4,15.0,665.3,No,No,Yes,0.0,0.0,400g NaHCO3 AM,34.8,31.4,31.4,,,,5.2,,,,,783.1,641.3,689.4,22.2,21.2,20.3,,,,250.0,,250.0,,,
236,250LC,2020-12-07 00:00:00,2021-01-04,0.010017075020926339,2241,4.5,5.2,14.5,849.1,No,No,Yes,0.0,0.0,350g NaHCO3 AM,34.7,32.3,36.4,,,,5.28,,,,,777.5,692.5,1005.6,22.2,21.2,20.3,,,,250.0,,250.0,,,
237,250LC,2020-12-07 00:00:00,2021-01-05,0.009716963985048491,2242,4.6,5.2,14.5,,No,No,Yes,0.0,0.0,350g NaHCO3 AM,,,,,,,5.28,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
238,250LC,2020-12-07 00:00:00,2021-01-06,0.04431193193435666,2243,4.6,5.3,14.5,866.6,No,No,Yes,0.0,0.0,350g NaHCO3 Am,34.7,32.0,37.3,,,,5.28,,,,,776.9,673.8,1059.4,22.2,21.2,20.3,,,,250.0,,250.0,,,
239,250LC,2020-12-08 00:00:00,2021-01-07,0.2340956495943069,2244,4.5,5.4,14.0,847.8,No,No,Yes,0.0,150000.0,400g NaHCO3 AM,35.6,34.6,34.0,,,,5.28,581.3,30.7,145313.0,7673.0,833.1,840.6,855.0,22.2,21.2,20.3,,,,250.0,,250.0,,,
240,250LC,2020-12-09 00:00:00,2021-01-08,0.2454222147903443,2245,4.6,5.2,14.0,950.6,No,No,Yes,0.0,0.0,350g NaHCO3 Am,37.9,36.7,35.2,,,,5.28,102.8,5.4,25703.0,1357.0,980.6,970.6,930.6,22.2,21.2,20.3,,,,250.0,,250.0,,,
241,250LC,2020-12-10 00:00:00,2021-01-08,0.2342558021223134,2245,4.6,5.2,14.0,950.6,No,No,Yes,0.0,0.0,350g NaHCO3 Am,37.9,36.7,35.2,,,,5.28,102.8,5.4,25703.0,1357.0,980.6,970.6,930.6,22.2,21.2,20.3,,,,250.0,,250.0,,,
242,250LC,2020-12-11 00:00:00,2021-01-08,0.2667574457665853,2245,4.6,5.2,14.0,950.6,No,No,Yes,0.0,0.0,350g NaHCO3 Am,37.9,36.7,35.2,,,,5.28,102.8,5.4,25703.0,1357.0,980.6,970.6,930.6,22.2,21.2,20.3,,,,250.0,,250.0,,,
243,250LC,2020-12-14 00:00:00,2021-01-11,0.24775364111832204,2246,4.4,5.3,14.0,920.3,Yes,No,Yes,0.0,0.0,,43.3,38.9,32.1,,,,5.0,,,,,1315.0,1107.5,733.1,22.2,21.2,20.3,,,,250.0,,250.0,,,
244,250LC,2020-12-14 00:00:00,2021-01-12,0.2390330237437939,2247,5.4,5.1,15.5,,No,No,No,0.0,0.0,,,,,,,,5.0,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
245,250LC,2020-12-14 00:00:00,2021-01-13,0.23986894998550412,2248,4.5,5.4,15.5,936.3,No,No,Yes,0.0,0.0,400g NaHCO3 AM,38.9,37.2,34.3,,,,5.0,,,,,1042.5,1000.0,872.5,22.2,21.2,20.3,,,,250.0,,250.0,,,
246,250LC,2020-12-15 00:00:00,2021-01-14,0.267869712518692,2249,4.5,5.1,15.5,,No,No,Yes,0.0,0.0,400g NaHCO3 AM,,,,,,,5.0,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
247,250LC,2020-12-16 00:00:00,2021-01-15,0.263533243276596,2250,4.4,5.3,15.0,1073.8,No,No,Yes,0.0,0.0,400g NaHCO3 AM,43.8,38.0,37.9,,,,5.0,,,,,1345.6,1049.4,1098.1,22.2,21.2,20.3,,,,250.0,,250.0,,,
248,250LC,2020-12-17 00:00:00,2021-01-15,0.3034333041118753,2250,4.4,5.3,15.0,1073.8,No,No,Yes,0.0,0.0,400g NaHCO3 AM,43.8,38.0,37.9,,,,5.0,,,,,1345.6,1049.4,1098.1,22.2,21.2,20.3,,,,250.0,,250.0,,,
249,250LC,2020-12-18 00:00:00,2021-01-15,0.3157247006770542,2250,4.4,5.3,15.0,1073.8,No,No,Yes,0.0,0.0,400g NaHCO3 AM,43.8,38.0,37.9,,,,5.0,,,,,1345.6,1049.4,1098.1,22.2,21.2,20.3,,,,250.0,,250.0,,,
250,250LC,2020-12-21 00:00:00,2021-01-18,0.37888976438079564,2251,4.1,4.9,14.5,1395.6,No,No,Yes,0.0,0.0,400g NaHCO3 AM +100g NaHCO3 PM,43.4,43.9,42.3,,,,5.17,,,,,1323.8,1420.6,1370.6,22.2,21.2,20.3,,,,250.0,,250.0,,,
251,250LC,2020-12-21 00:00:00,2021-01-19,0.3658523727657055,2252,4.9,4.5,14.5,,No,No,Yes,0.0,0.0,400g NaHCO3 PM,,,,,,,5.17,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
252,250LC,2020-12-21 00:00:00,2021-01-20,0.3730761266946791,2253,5.2,5.0,14.5,1124.1,No,No,No,0.0,0.0,,42.0,39.6,37.8,,,,5.17,,,,,1237.5,1154.4,1093.8,22.2,21.2,20.3,,,,250.0,,250.0,,,
253,250LC,2020-12-22 00:00:00,2021-01-21,0.49630538529968254,2254,4.5,5.2,14.5,,No,No,Yes,0.0,100000.0,350g NaHCO3 AM,,,,,,,5.17,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
254,250LC,2020-12-23 00:00:00,2021-01-22,0.493532045293808,2255,4.4,5.4,14.5,1048.4,No,No,Yes,0.0,0.0,400g NaHCO3 AM,41.5,37.5,37.6,,,,5.17,,,,,1203.8,1020.6,1076.3,22.2,21.2,20.3,,,,250.0,,250.0,,,
255,250LC,2020-12-28 00:00:00,2021-01-22,0.5623119245544433,2255,4.4,5.4,14.5,1048.4,No,No,Yes,0.0,0.0,400g NaHCO3 AM,41.5,37.5,37.6,,,,5.17,,,,,1203.8,1020.6,1076.3,22.2,21.2,20.3,,,,250.0,,250.0,,,
256,250LC,2020-12-28 00:00:00,2021-01-22,0.5623119245544433,2255,4.4,5.4,14.5,1048.4,No,No,Yes,0.0,0.0,400g NaHCO3 AM,41.5,37.5,37.6,,,,5.17,,,,,1203.8,1020.6,1076.3,22.2,21.2,20.3,,,,250.0,,250.0,,,
257,250LC,2020-12-28 00:00:00,2021-01-25,0.4757242657082421,2256,4.9,5.0,14.0,1144.1,,,,,,150g NaHCO3 AM,42.3,39.1,39.0,,,,5.46,,,,,1251.9,1120.0,1168.1,22.2,21.2,20.3,,,,250.0,,250.0,,,
258,250LC,2020-12-28 00:00:00,2021-01-26,0.4605884636504074,2257,4.4,5.2,14.0,,,,,,,400g NaHCO3 AM,,,,,,,5.46,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
259,250LC,2020-12-28 00:00:00,2021-01-27,0.44475329714298245,2258,4.3,5.6,14.0,1108.8,,,,,,450g NaHCO3 AM,41.2,38.6,38.4,,,,5.46,,,,,1185.0,1086.9,1130.6,22.2,21.2,20.3,,,,250.0,,250.0,,,
260,250LC,2020-12-29 00:00:00,2021-01-28,0.40879390950202943,2259,4.4,5.5,14.0,,,,,,,400g NaHCO3 AM,,,,,,,5.46,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
261,250LC,2020-12-30 00:00:00,2021-01-29,0.4053223986339568,2260,4.6,5.1,14.0,1005.9,,,,,,300g NaHCO3 AM,41.8,37.6,36.1,,,,5.46,,,,,1221.3,1025.0,986.9,22.2,21.2,20.3,,,,250.0,,250.0,,,
262,250LC,2021-01-04 00:00:00,2021-01-29,0.46361229232749945,2260,4.6,5.1,14.0,1005.9,,,,,,300g NaHCO3 AM,41.8,37.6,36.1,,,,5.46,,,,,1221.3,1025.0,986.9,22.2,21.2,20.3,,,,250.0,,250.0,,,
263,250LC,2021-01-04 00:00:00,2021-01-29,0.46361229232749945,2260,4.6,5.1,14.0,1005.9,,,,,,300g NaHCO3 AM,41.8,37.6,36.1,,,,5.46,,,,,1221.3,1025.0,986.9,22.2,21.2,20.3,,,,250.0,,250.0,,,
264,250LC,2021-01-04 00:00:00,2021-02-01,0.4708988611742427,2261,4.3,5.2,13.5,1252.8,,,,,,450g NaHCO3 AM,41.4,41.5,40.1,,,,5.46,,,,,1200.6,1272.5,1233.1,22.2,21.2,20.3,,,,250.0,,250.0,,,
265,250LC,2021-01-04 00:00:00,2021-02-02,0.45553452800520533,2262,4.6,5.0,13.5,,,,,,,300g NaHCO3 AM,,,,,,,5.46,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
266,250LC,2021-01-04 00:00:00,2021-02-03,0.48124875653743737,2263,4.4,5.4,13.5,1380.0,,,,,,400g NaHCO3 AM,47.6,43.8,41.8,,,,5.46,,,,,1584.4,1416.9,1343.1,22.2,21.2,20.3,,,,250.0,,250.0,,,
267,250LC,2021-01-05 00:00:00,2021-02-04,0.7388446530380249,2264,4.2,5.4,13.5,2226.9,,,,,,500g NaHCO3 AM,,,,,,,5.46,846.9,46.2,211719.0,11560.0,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
268,250LC,2021-01-06 00:00:00,2021-02-05,0.7399427295570372,2265,4.4,5.2,13.5,,Yes,,,,,400g NaHCO3 AM3 seive MD: 1159.7,44.7,40.3,38.4,,,,5.46,,,,,1405.6,1193.1,1126.3,22.2,21.2,20.3,,,,250.0,,250.0,,,
269,250LC,2021-01-07 00:00:00,2021-02-05,0.7595563277474765,2265,4.4,5.2,13.5,,Yes,,,,,400g NaHCO3 AM3 seive MD: 1159.7,44.7,40.3,38.4,,,,5.46,,,,,1405.6,1193.1,1126.3,22.2,21.2,20.3,,,,250.0,,250.0,,,
270,250LC,2021-01-08 00:00:00,2021-02-05,0.5732536827870779,2265,4.4,5.2,13.5,,Yes,,,,,400g NaHCO3 AM3 seive MD: 1159.7,44.7,40.3,38.4,,,,5.46,,,,,1405.6,1193.1,1126.3,22.2,21.2,20.3,,,,250.0,,250.0,,,
271,250LC,2021-01-11 00:00:00,2021-02-08,0.5602425500709671,2774,5.1,5.5,14.0,,,,,,,100g NaHCO3 AM,,,,,,,5.46,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
272,250LC,2021-01-11 00:00:00,2021-02-09,0.7321788270950318,2775,5.1,4.9,14.0,,,,,,145000.0,100g NaHCO3 AM 150g NaHCO3 PM,,,,,,,5.46,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
273,250LC,2021-01-11 00:00:00,2021-02-10,0.541630257757187,2798,4.9,5.5,14.0,1703.4,,,,,,150g NaHCO3 AM,,,,,,,5.29,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
274,250LC,2021-01-12 00:00:00,2021-02-11,0.49251890705108636,2824,5.5,5.7,14.0,,,,,,,,,,,,,,5.29,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
275,250LC,2021-01-13 00:00:00,2021-02-12,0.4936901132297516,2825,5.7,5.9,14.0,,,,,,,,,,,,,,5.29,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
276,250LC,2021-01-14 00:00:00,2021-02-12,0.49138258046544847,2825,5.7,5.9,14.0,,,,,,,,,,,,,,5.29,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
277,250LC,2021-01-15 00:00:00,2021-02-12,0.5104285742139817,2825,5.7,5.9,14.0,,,,,,,,,,,,,,5.29,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
278,250LC,2021-01-18 00:00:00,2021-02-15,0.5146640025401116,2876,6.1,6.1,14.0,,,,,,,,,,,,,,5.29,,,,,,,,22.2,21.2,20.3,7.5,19.0,7.26,250.0,,250.0,,,
279,250LC,2021-01-18 00:00:00,2021-02-16,0.4966279110500731,2877,6.0,5.9,14.0,,,,,,,,,,,,,,5.29,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
280,250LC,2021-01-18 00:00:00,2021-02-17,0.6453426182003021,2878,5.4,4.9,14.0,2218.8,,,,,,150g NaHCO3 PM,,,,,,,5.29,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
281,250LC,2021-01-19 00:00:00,2021-02-18,0.6703549474334717,2879,4.7,4.9,13.8,,Yes,,,,,250g NaHCO3 AM,,,,,,,4.82,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
282,250LC,2021-01-20 00:00:00,2021-02-19,0.6684437148914338,2917,5.8,5.5,15.5,,,,,,,,,,,,,,4.82,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
283,250LC,2021-01-21 00:00:00,2021-02-19,0.6940791352992222,2917,5.8,5.5,15.5,,,,,,,,,,,,,,4.82,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
284,250LC,2021-01-22 00:00:00,2021-02-19,0.5826610695474489,2917,5.8,5.5,15.5,,,,,,,,,,,,,,4.82,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
285,250LC,2021-01-25 00:00:00,2021-02-22,0.5856864188984463,2943,4.5,5.4,15.5,,,,,,,350g NaHCO3 AM,,,,,,,4.82,,,,,,,,22.2,21.2,20.3,1.4,25.0,6.36,250.0,,250.0,,,
286,250LC,2021-01-25 00:00:00,2021-02-23,0.5630745130762561,2944,5.6,5.6,15.5,,,,,,,,,,,,,,4.82,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
287,250LC,2021-01-25 00:00:00,2021-02-24,0.5430666464843751,2977,5.6,5.5,15.0,,,,,,,,,,,,,,5.02,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
288,250LC,2021-01-26 00:00:00,2021-02-25,0.6492136855545044,2978,4.7,4.7,15.3,,,,,,94600.0,250g NaHCO3 AM,,,,,,,5.02,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
289,250LC,2021-01-27 00:00:00,2021-02-26,0.646855213760376,3020,4.2,5.2,15.0,,,,,,,500g NaHCO3 AM,,,,,,,5.02,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
290,250LD,2020-12-01 00:00:00,2020-12-30,-0.0367881600419406,2294,4.8,5.4,15.0,690.0,No,No,Yes,0.0,0.0,250g NaHCO3 AM,34.1,31.9,31.7,,,,5.27,,,,,740.6,670.0,710.0,22.2,21.2,20.3,,,,250.0,,250.0,,,
291,250LD,2020-12-02 00:00:00,2020-12-30,-0.09494157900810238,2294,4.8,5.4,15.0,690.0,No,No,Yes,0.0,0.0,250g NaHCO3 AM,34.1,31.9,31.7,,,,5.27,,,,,740.6,670.0,710.0,22.2,21.2,20.3,,,,250.0,,250.0,,,
292,250LD,2020-12-03 00:00:00,2020-12-30,-0.07069014887173966,2294,4.8,5.4,15.0,690.0,No,No,Yes,0.0,0.0,250g NaHCO3 AM,34.1,31.9,31.7,,,,5.27,,,,,740.6,670.0,710.0,22.2,21.2,20.3,,,,250.0,,250.0,,,
293,250LD,2020-12-04 00:00:00,2020-12-30,-0.04061994316577914,2294,4.8,5.4,15.0,690.0,No,No,Yes,0.0,0.0,250g NaHCO3 AM,34.1,31.9,31.7,,,,5.27,,,,,740.6,670.0,710.0,22.2,21.2,20.3,,,,250.0,,250.0,,,
294,250LD,2020-12-07 00:00:00,2021-01-04,0.021398784364291625,2295,4.7,5.3,15.0,865.9,No,No,Yes,0.0,0.0,250g NaHCO3 AM,37.2,35.9,33.4,,,,5.39,,,,,938.8,917.5,814.4,22.2,21.2,20.3,,,,250.0,,250.0,,,
295,250LD,2020-12-07 00:00:00,2021-01-05,0.020747811709765755,2296,4.7,5.2,15.0,,No,No,Yes,0.0,0.0,300g NaHCO3 AM,,,,,,,5.39,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
296,250LD,2020-12-07 00:00:00,2021-01-06,0.04787897878646851,2297,4.7,5.3,15.0,800.3,No,No,Yes,0.0,0.0,300g NaHCO3 AM,36.6,35.4,31.7,,,,5.39,,,,,898.1,889.4,711.3,22.2,21.2,20.3,,,,250.0,,250.0,,,
297,250LD,2020-12-08 00:00:00,2021-01-07,0.2552668345460891,2298,4.8,5.4,15.0,977.2,No,No,Yes,0.0,150000.0,250g NaHCO3 AM,33.2,37.0,35.8,,,,5.39,776.9,41.9,194219.0,10468.0,686.9,987.5,966.9,22.2,21.2,20.3,,,,250.0,,250.0,,,
298,250LD,2020-12-09 00:00:00,2021-01-08,0.248203048582077,2299,4.7,5.4,14.5,842.2,No,No,Yes,0.0,0.0,300g NaHCO3 AM,38.0,34.6,33.9,,,,5.39,,-7.3,-33750.0,-1819.0,986.3,837.5,846.9,22.2,21.2,20.3,,,,250.0,,250.0,,,
299,250LD,2020-12-10 00:00:00,2021-01-08,0.2694689547088228,2299,4.7,5.4,14.5,842.2,No,No,Yes,0.0,0.0,300g NaHCO3 AM,38.0,34.6,33.9,,,,5.39,,-7.3,-33750.0,-1819.0,986.3,837.5,846.9,22.2,21.2,20.3,,,,250.0,,250.0,,,
300,250LD,2020-12-11 00:00:00,2021-01-08,0.2731529884835652,2299,4.7,5.4,14.5,842.2,No,No,Yes,0.0,0.0,300g NaHCO3 AM,38.0,34.6,33.9,,,,5.39,,-7.3,-33750.0,-1819.0,986.3,837.5,846.9,22.2,21.2,20.3,,,,250.0,,250.0,,,
301,250LD,2020-12-14 00:00:00,2021-01-11,0.32865885336399076,2300,4.9,5.3,14.5,1206.6,No,No,Yes,0.0,0.0,200g NahCO3 AM,41.7,41.4,38.7,,,,4.97,,,,,1216.9,1263.1,1150.0,22.2,21.2,20.3,,,,250.0,,250.0,,,
302,250LD,2020-12-14 00:00:00,2021-01-12,0.3163277961721091,2301,4.7,4.6,14.5,,No,No,Yes,0.0,0.0,300g NaHCO3 PM,,,,,,,4.97,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
303,250LD,2020-12-14 00:00:00,2021-01-13,0.3092774240169525,2302,4.9,5.2,14.5,1018.8,No,No,Yes,0.0,0.0,150g NaHCO3 AM,40.3,38.2,35.9,,,,4.97,,,,,1128.1,1064.4,973.1,22.2,21.2,20.3,,,,250.0,,250.0,,,
304,250LD,2020-12-15 00:00:00,2021-01-14,0.3017741182546616,2303,4.6,5.3,14.5,,No,No,Yes,0.0,0.0,300g NaHCO3 AM,,,,,,,4.97,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
305,250LD,2020-12-16 00:00:00,2021-01-15,0.34033907687377923,2304,4.7,5.2,14.5,1120.6,No,No,Yes,0.0,0.0,250g NaHCO3 AM,41.1,39.7,37.7,,,,4.97,,,,,1182.5,1158.1,1083.1,22.2,21.2,20.3,,,,250.0,,250.0,,,
306,250LD,2020-12-17 00:00:00,2021-01-15,0.3604665297120193,2304,4.7,5.2,14.5,1120.6,No,No,Yes,0.0,0.0,250g NaHCO3 AM,41.1,39.7,37.7,,,,4.97,,,,,1182.5,1158.1,1083.1,22.2,21.2,20.3,,,,250.0,,250.0,,,
307,250LD,2020-12-18 00:00:00,2021-01-15,0.37319973985127036,2304,4.7,5.2,14.5,1120.6,No,No,Yes,0.0,0.0,250g NaHCO3 AM,41.1,39.7,37.7,,,,4.97,,,,,1182.5,1158.1,1083.1,22.2,21.2,20.3,,,,250.0,,250.0,,,
308,250LD,2020-12-21 00:00:00,2021-01-18,0.3724246776437759,2305,4.1,5.0,14.0,1107.5,No,No,Yes,0.0,0.0,400g NaHCO3 AM,41.0,40.1,36.9,,,,5.08,,,,,1176.3,1181.9,1033.1,22.2,21.2,20.3,,,,250.0,,250.0,,,
309,250LD,2020-12-21 00:00:00,2021-01-19,0.35913914598596497,2306,4.6,5.3,14.0,,No,No,Yes,0.0,0.0,300g NaHCO3 AM,,,,,,,5.08,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
310,250LD,2020-12-21 00:00:00,2021-01-20,0.354911588122368,2307,4.6,5.3,14.0,1097.2,No,No,Yes,0.0,0.0,300g NaHCO3 AM,41.7,38.0,38.6,,,,5.08,,,,,1216.3,1051.9,1142.5,22.2,21.2,20.3,,,,250.0,,250.0,,,
311,250LD,2020-12-22 00:00:00,2021-01-21,0.4750616449584961,2308,4.8,5.1,14.0,,No,No,Yes,0.0,98000.0,200g NaHCO3 AM,,,,,,,5.08,,,,,,,,22.2,21.2,20.3,,,,250.0,,250.0,,,
312,250LD,2020-12-23 00:00:00,2021-01-22,0.4667518187379837,2309,4.3,5.3,14.0,1046.3,No,No,Yes,0.0,0.0,450g NaHCO3 AM,39.7,38.7,36.3,,,,5.08,,,,,1093.1,1098.1,994.4,22.2,21.2,20.3,,,,250.0,,250.0,,,
313,250LD,2020-12-28 00:00:00,2021-01-22,0.5140973483963013,2309,4.3,5.3,14.0,1046.3,No,No,Yes,0.0,0.0,450g NaHCO3 AM,39.7,38.7,36.3,,,,5.08,,,,,1093.1,1098.1,994.4,22.2,21.2,20.3,,,,250.0,,250.0,,,
314,250LD,2020-12-28 00:00:00,2021-01-22,0.5140973483963013,2309,4.3,5.3,14.0,1046.3,No,No,Yes,0.0,0.0,450g NaHCO3 AM,39.7,38.7,36.3,,,,5.08,,,,,1093.1,1098.1,994.4,22.2,21.2,20.3,,,,250.0,,250.0,,,
